CTRLM_TABLE_NAME,JOB_NAME,SCRIPT_NAME,DESCRIPTION,CRITICAL_LONG_RUN_JOBS_FLAG,THRESHOLD_RUN_TIME,CRITICAL_NOT_STARTED_JOBS_FLAG,FROM_TIME,THRESHOLD_START_TIME,EXCLUDE_JOBS_FLAG,FAIL_FLAG,TEAM_NAME,SNOW_WORK_GROUP,MIR3_WORK_GROUP,REGION,APPLICATION,JOB_TYPE
SEBLG408@-SIEBEL114,SEBLJ5903c,sebl5903_tfm_wf_adj_mail.bat,Optima Adjustment E-mail Workflow,Y,40,N,0600,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ5905e,sebl5905_tfm_wf_interflg.bat,Oninvoice Interface Flag Workflow,Y,40,N,1530,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ5906c,sebl5906_tfm_wf_fundgrp.bat,Optima Inactive Funds Groups Workflow,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ5910c,sebl5910_tfm_wf_SVP.bat,Optima SVP Workflow,N,60,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ5911c,sebl5911_tfm_pmnts_email.bat,Optima Payments E-Mail Workflow,Y,40,N,2000,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ5911c,sebl5911_tfm_pmnts_email.bat,Optima Payments E-Mail Workflow,Y,40,N,0300,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ5911c,sebl5911_tfm_pmnts_email.bat,Optima Payments E-Mail Workflow,Y,40,N,1430,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ5912c,sebl5912_tfm_promo_email.bat,Optima Promotions E-Mail Workflow,Y,40,N,2000,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ5912c,sebl5912_tfm_promo_email.bat,Optima Promotions E-Mail Workflow,Y,40,N,1430,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ5912c,sebl5912_tfm_promo_email.bat,Optima Promotions E-Mail Workflow,Y,40,N,0300,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ5913c,sebl5913_tfm_promo_notifi.bat,Optima Promotion Notification E-Mail Workflow,Y,40,N,0005,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ5920c,sebl5920_tfm_wf_oneup.bat,Oneup Manager E-mail Workflow,Y,40,N,0015,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ5921c,sebl5921_tfm_wf_oiexec.bat,OI Exceeded Email Workflow,Y,60,N,0020,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG409@ADLN5755,SEBLJ31ux,sebl31_tfm_bpt_mat_ref1.sh,BPT Refresh Materialized View1 Unix Job,N,60,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ32ux,sebl32_tfm_bpt_mat_ref2.sh,BPT Refresh Materialized View2 Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5100u,sebl5100_optima_sid_io.sh,Optima SID-IO Unix Job,Y,60,N,0600,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5100v,sebl5100_optima_sid_io.sh,Optima SID-IO Unix Job,Y,60,N,1300,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5100w,sebl5100_optima_sid_io.sh,Optima SID-IO Unix Job,Y,60,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5103u,sebl5103_optima_actuals.sh,Optima Upload Actuals Unix Job,Y,40,Y,1930,1845,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5105u,sebl5105_optima_act_hdr.sh,Optima Actuals Payment Header UNIX Job,Y,40,Y,,2010,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5107u,sebl5107_optima_cst_inv.sh,Optima Customer Invoice UNIX Job,Y,40,N,1400,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5113u,sebl5113_optima_ap_pay.sh,Optima Offinvoice Unix Job,Y,40,N,1430,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5121u,sebl5121_optima_post_oi.sh,Optima Post OI Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5123u,sebl5123_optima_acc_cmp.sh,Optima Accrual Comparison Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5123v,sebl5123_optima_acc_cmp.sh,Optima Accrual Comparison Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5123w,sebl5123_optima_acc_cmp.sh,Optima Accrual Comparison Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5125u,sebl5125_optima_custom_del.sh,Optima Customer Deletion Unix Job,Y,40,N,0030,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5140u,sebl5140_optima_treasury.sh,Optima Treasury Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ52ux,sebl52_optima_ff_daily.sh,Optima Fund Forecast Daily Unix Job,Y,60,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5300u,sebl5300_optima_shipmaster.sh,Optima Shipmaster Unix Job,Y,40,N,1200,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5300v,sebl5300_optima_shipmaster.sh,Optima Shipmaster Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5300w,sebl5300_optima_shipmaster.sh,Optima Shipmaster Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5300x,sebl5300_optima_shipmaster.sh,Optima Shipmaster Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5300y,sebl5300_optima_shipmaster.sh,Optima Shipmaster Unix Job,Y,60,N,0500,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5302u,sebl5302_optima_merge_load.sh,Optima Merge Load Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5302v,sebl5302_optima_merge_load.sh,Optima Merge Load Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5302w,sebl5302_optima_merge_load.sh,Optima Merge Load Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5303u,sebl5303_optima_fundgnload.sh,Optima Shipment FundGen Load Unix Job,Y,50,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5303v,sebl5303_optima_fundgnload.sh,Optima Shipment FundGen Load Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5303w,sebl5303_optima_fundgnload.sh,Optima Shipment FundGen Load Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5305u,sebl5305_optima_fundgncalc.sh,Optima Shipment FunGenCalc Unix Job,Y,50,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5305v,sebl5305_optima_fundgncalc.sh,Optima Shipment FunGenCalc Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5305w,sebl5305_optima_fundgncalc.sh,Optima Shipment FunGenCalc Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5307u,sebl5307_optima_fundgnupd.sh,Optima Shipment FunGenUpdate Unix Job,Y,50,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5307v,sebl5307_optima_fundgnupd.sh,Optima Shipment FunGenUpdate Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5307w,sebl5307_optima_fundgnupd.sh,Optima Shipment FunGenUpdate Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5317u,sebl5317_optima_child_upd.sh,Optima Shipment Child Accrual Update Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5317v,sebl5317_optima_child_upd.sh,Optima Shipment Child Accrual Update Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5317w,sebl5317_optima_child_upd.sh,Optima Shipment Child Accrual Update Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5317x,sebl5317_optima_child_upd.sh,Optima Shipment Child Accrual Update Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5319u,sebl5319_optima_ciindxload.sh,Optima Shipment CI Index Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5321u,sebl5321_optima_mpa_load.sh,Optima Shipment MPA Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5321v,sebl5321_optima_mpa_load.sh,Optima Shipment MPA Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5321w,sebl5321_optima_mpa_load.sh,Optima Shipment MPA Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5323u,sebl5323_optima_frcst_load.sh,Optima Shipment Fund Forecast Unix Job,Y,46,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5327u,sebl5327_optima_fund_trans.sh,Optima Fund Transfer Unix Job,Y,40,Y,,2210,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5329u,sebl5329_optima_fund_adjst.sh,Optima Fund Adjustment Unix Job,Y,40,Y,1900,1915,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5332u,sebl5332_optima_int_ord.sh,Optima Internal Order Unix Job,Y,40,N,1830,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5334u,sebl5334_tfm_acc_team.sh,Optima Account Team Unix Job,Y,40,N,1900,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5338u,sebl5338_optima_error_rep.sh,Optima Consolidated Error Reports Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ53ux,sebl53_optima_ship_load.sh,Optima Shipload Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ53vx,sebl53_optima_ship_load.sh,Optima Shipload Unix Job,Y,40,N,0800,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ54ux,sebl54_tfm_sdc_ax.sh,Send GC to AX after Global SVP completes Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5500u,sebl5500_sdc_view_load1.sh,Optima SDC Views load1 Unix Job,Y,40,Y,1130,1145,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5502u,sebl5502_sdc_view_load3.sh,Optima SDC Views load3 Unix Job,Y,40,Y,1130,1145,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5504u,sebl5504_optima_prd_sdc.sh,Optima SDC Products Unix Job,Y,100,Y,,1150,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5506u,sebl5506_optima_acc_sdc.sh,Optima SDC Accounts Unix Job,Y,60,Y,,1350,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5508u,sebl5508_optima_err_sdc.sh,Optima SDC Error Report Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5512u,sebl5512_optima_promo_cost.sh,Optima Promo Cost Unix Job,Y,45,Y,,2200,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ55ux,sebl55_tfm_ax_revcost.sh,Recieve GC from AX to RevCost Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ56ux,sebl56_tfm_fundtrnsfr_ax.sh,Optima Ax Fund Trasfer Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5706u,sebl5706_optima_price_list.sh,Optima Pricelist Unix Job,Y,155,N,1900,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5708u,sebl5708_optima_base_svp.sh,Optima SVP Aggregation Unix Job,Y,50,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5714u,sebl5714_optima_niv_su.sh,Optima NIV/SU Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5716u,sebl5716_optima_tt_perc.sh,Optima TT Perc Unix Job,Y,40,N,1400,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5718u,sebl5718_optima_ps_ext_prd.sh,Optima PS Extract Unix Job,Y,40,N,1600,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG407@SIEBEL116,SEBLJ5752b,sebl5752_tfm_sca_rev_oi.bat,Optima On Invoice Reverse Scalable NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5765a,sebl5765_tfm_autogtin_wf.bat,Optima Auto Add GTIN Workflow,Y,40,Y,,0545,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5900a,sebl5900_tfm_wf_accrflg.bat,Optima Accrual Flag Workflow,Y,40,N,1300,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5900a,sebl5900_tfm_wf_accrflg.bat,Optima Accrual Flag Workflow,Y,40,N,0100,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5900a,sebl5900_tfm_wf_accrflg.bat,Optima Accrual Flag Workflow,Y,40,N,1900,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5901a,sebl5901_tfm_wf_pricelist.bat,Optima Pricelist Workflow,Y,40,N,1300,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5901a,sebl5901_tfm_wf_pricelist.bat,Optima Pricelist Workflow,Y,40,N,0100,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5901a,sebl5901_tfm_wf_pricelist.bat,Optima Pricelist Workflow,Y,40,N,1900,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5903a,sebl5903_tfm_wf_adj_mail.bat,Optima Adjustment E-mail Workflow,Y,40,N,0600,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5905a,sebl5905_tfm_wf_interflg.bat,Oninvoice Interface Flag Workflow,Y,40,N,0900,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5906a,sebl5906_tfm_wf_fundgrp.bat,Optima Inactive Funds Groups Workflow,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5911a,sebl5911_tfm_pmnts_email.bat,Optima Payments E-Mail Workflow,Y,40,N,1430,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5911a,sebl5911_tfm_pmnts_email.bat,Optima Payments E-Mail Workflow,Y,40,N,0300,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5911a,sebl5911_tfm_pmnts_email.bat,Optima Payments E-Mail Workflow,Y,40,N,2000,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5912a,sebl5912_tfm_promo_email.bat,Optima Promotions E-Mail Workflow,Y,40,N,0300,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5912a,sebl5912_tfm_promo_email.bat,Optima Promotions E-Mail Workflow,Y,40,N,1430,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5912a,sebl5912_tfm_promo_email.bat,Optima Promotions E-Mail Workflow,Y,40,N,2000,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5913a,sebl5913_tfm_promo_notifi.bat,Optima Promotion Notification E-Mail Workflow,Y,40,N,0005,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5920a,sebl5920_tfm_wf_oneup.bat,Oneup Manager E-mail Workflow,Y,40,N,0015,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5921a,sebl5921_tfm_wf_oiexec.bat,OI Exceeded Email Workflow,Y,40,N,0020,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5922a,sebl5922_tfm_wf_prmoapprov.bat,Promotion Approval to Owner Email Workflow,Y,40,N,0030,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5923a,sebl5923_rev_promo_notifi.bat,Reverse Promotion Notification E-mail Workflow,N,60,N,0600,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5756a,sebl5756_tfm_ff_index.bat,Optima Fund Forecast Index NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5330f,sebl5330_tfm_fund_adjust.bat,Optima Fund Adjustment NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5735f,sebl5735_tfm_fund_rate_upd.bat,Optima Fund Rate NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ2001a,sebl2001_imp_opt_anaplan.bat,Anaplan Customer Hierarchy NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ2001b,sebl2001_imp_opt_anaplan.bat,Anaplan Customer Attributes NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ2001c,sebl2001_imp_opt_anaplan.bat,Anaplan Product Hierarchy NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ2001d,sebl2001_imp_opt_anaplan.bat,Anaplan Product Attributes NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ2001e,sebl2001_imp_opt_anaplan.bat,Anaplan Fund Details NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ2001f,sebl2001_imp_opt_anaplan.bat,Anaplan Fund Products NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ2001g,sebl2001_imp_opt_anaplan.bat,Anaplan Fund Adjustment Transfers NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ2001h,sebl2001_imp_opt_anaplan.bat,Anaplan Sufficiency Report NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ2001i,sebl2001_imp_opt_anaplan.bat,Anaplan Promotion SID NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ2001j,sebl2001_imp_opt_anaplan.bat,Anaplan Promo Volume NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ2001k,sebl2001_imp_opt_anaplan.bat,Anaplan Optima Actual Payments NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ2001l,sebl2001_imp_opt_anaplan.bat,Anaplan RVC NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ2001m,sebl2001_imp_opt_anaplan.bat,Anaplan Shipment Volume NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
